                         	alpine sea holly	anthurium	artichoke	azalea	ball moss	balloon flower	barbeton daisy	bearded iris	bee balm	bird of paradise	bishop of llandaff	black-eyed susan	blackberry lily	blanket flower	bolero deep blue	bougainvillea	bromelia	buttercup	californian poppy	camellia	canna lily	canterbury bells	cape flower	carnation	cautleya spicata	clematis	colt's foot	columbine	common dandelion	corn poppy	cyclamen	daffodil	desert-rose	english marigold	fire lily	foxglove	frangipani	fritillary	garden phlox	gaura	gazania	geranium	giant white arum lily	globe thistle	globe-flower	grape hyacinth	great masterwort	hard-leaved pocket orchid	hibiscus	hippeastrum	japanese anemone	king protea	lenten rose	lotus	love in the mist	magnolia	mallow	marigold	mexican aster	mexican petunia	monkshood	moon orchid	morning glory	orange dahlia	osteospermum	oxeye daisy	passion flower	pelargonium	peruvian lily	petunia	pincushion flower	pink primrose	pink-yellow dahlia	poinsettia	primula	prince of wales feathers	purple coneflower	red ginger	rose	ruby-lipped cattleya	siam tulip	silverbush	snapdragon	spear thistle	spring crocus	stemless gentian	sunflower	sweet pea	sweet william	sword lily	thorn apple	tiger lily	toad lily	tree mallow	tree poppy	trumpet creeper	wallflower	water lily	watercress	wild pansy	windflower	yellow iris
cautleya spicata         	0.0             	2.0      	0.0      	0.0   	1.0      	0.0           	0.0           	0.0         	0.0     	5.0             	6.0               	9.0             	0.0            	1.0           	0.0             	3.0          	0.0     	0.0      	3.0              	0.0     	0.0       	0.0             	8.0        	0.0      	16.0            	0.0     	2.0        	5.0      	2.0             	0.0       	6.0     	1.0     	0.0        	0.0             	2.0      	2.0     	0.0       	4.0       	0.0         	2.0  	2.0    	0.0     	0.0                  	0.0          	0.0         	2.0           	0.0             	0.0                      	0.0     	0.0        	3.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	7.0          	5.0         	0.0        	2.0           	7.0        	1.0          	1.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	5.0              	2.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	1.0             	0.0      	0.0      	0.0          	0.0       	0.0        	1.0       	0.0      	0.0        	0.0       	0.0            	36.0      	0.0       	3.0       	1.0       	1.0       	0.0        
clematis                 	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
colt's foot              	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
columbine                	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
common dandelion         	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
corn poppy               	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
cyclamen                 	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
daffodil                 	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
desert-rose              	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
english marigold         	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
fire lily                	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
foxglove                 	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
frangipani               	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
fritillary               	1.0             	5.0      	3.0      	10.0  	1.0      	3.0           	2.0           	2.0         	1.0     	3.0             	1.0               	0.0             	0.0            	3.0           	3.0             	6.0          	2.0     	2.0      	1.0              	5.0     	4.0       	1.0             	2.0        	1.0      	0.0             	4.0     	1.0        	4.0      	6.0             	1.0       	4.0     	1.0     	5.0        	6.0             	0.0      	11.0    	5.0       	6.0       	1.0         	0.0  	0.0    	3.0     	0.0                  	0.0          	0.0         	0.0           	1.0             	0.0                      	5.0     	0.0        	0.0             	1.0        	3.0        	4.0  	1.0             	10.0    	2.0   	5.0     	0.0          	4.0            	2.0      	0.0        	4.0          	2.0          	2.0         	1.0        	6.0           	3.0        	2.0          	20.0   	3.0              	2.0          	3.0               	0.0       	2.0    	1.0                     	2.0              	2.0       	8.0 	2.0                 	0.0       	0.0       	4.0       	2.0          	0.0          	7.0             	1.0      	2.0      	4.0          	3.0       	4.0        	0.0       	0.0      	2.0        	2.0       	3.0            	4.0       	3.0       	23.0      	2.0       	2.0       	3.0        
garden phlox             	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
gaura                    	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	1.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	1.0        	1.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	1.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	1.0       	0.0       	0.0       	0.0       	0.0        
gazania                  	1.0             	1.0      	0.0      	0.0   	4.0      	0.0           	15.0          	0.0         	1.0     	6.0             	0.0               	0.0             	0.0            	2.0           	0.0             	4.0          	5.0     	0.0      	0.0              	1.0     	0.0       	0.0             	2.0        	0.0      	0.0             	1.0     	4.0        	1.0      	5.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	5.0     	5.0       	0.0       	0.0         	1.0  	15.0   	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	1.0     	1.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	1.0     	2.0          	0.0            	2.0      	0.0        	2.0          	0.0          	0.0         	0.0        	21.0          	1.0        	3.0          	2.0    	0.0              	1.0          	2.0               	1.0       	0.0    	1.0                     	6.0              	0.0       	0.0 	0.0                 	1.0       	0.0       	1.0       	0.0          	0.0          	1.0             	2.0      	0.0      	0.0          	4.0       	0.0        	1.0       	0.0      	5.0        	0.0       	0.0            	0.0       	2.0       	5.0       	0.0       	0.0       	3.0        
geranium                 	0.0             	9.0      	5.0      	10.0  	2.0      	2.0           	6.0           	6.0         	2.0     	6.0             	3.0               	1.0             	5.0            	1.0           	4.0             	15.0         	2.0     	5.0      	0.0              	7.0     	5.0       	0.0             	7.0        	4.0      	1.0             	0.0     	3.0        	4.0      	0.0             	2.0       	13.0    	3.0     	6.0        	3.0             	0.0      	14.0    	16.0      	8.0       	1.0         	0.0  	0.0    	27.0    	12.0                 	3.0          	2.0         	0.0           	2.0             	1.0                      	2.0     	15.0       	3.0             	2.0        	2.0        	22.0 	4.0             	7.0     	3.0   	3.0     	2.0          	6.0            	2.0      	5.0        	4.0          	4.0          	3.0         	2.0        	6.0           	3.0        	12.0         	20.0   	4.0              	2.0          	17.0              	1.0       	8.0    	0.0                     	2.0              	2.0       	12.0	4.0                 	2.0       	0.0       	6.0       	4.0          	0.0          	0.0             	3.0      	9.0      	3.0          	14.0      	11.0       	2.0       	4.0      	1.0        	7.0       	3.0            	0.0       	30.0      	15.0      	4.0       	5.0       	2.0        
giant white arum lily    	0.0             	0.0      	1.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	1.0        	0.0      	0.0             	0.0       	1.0     	0.0     	0.0        	0.0             	0.0      	1.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	1.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	1.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	1.0              	0.0       	0.0 	1.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	1.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	2.0       	0.0       	0.0       	0.0       	0.0        
globe thistle            	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
globe-flower             	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
grape hyacinth           	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	1.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
great masterwort         	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
hard-leaved pocket orchid	0.0             	1.0      	0.0      	0.0   	0.0      	1.0           	0.0           	0.0         	0.0     	2.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	1.0             	0.0        	0.0      	0.0             	0.0     	0.0        	1.0      	0.0             	0.0       	1.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	1.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	1.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	1.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
hibiscus                 	0.0             	2.0      	1.0      	1.0   	0.0      	0.0           	0.0           	0.0         	0.0     	1.0             	0.0               	0.0             	0.0            	0.0           	0.0             	1.0          	1.0     	0.0      	0.0              	3.0     	1.0       	0.0             	0.0        	0.0      	0.0             	2.0     	0.0        	0.0      	0.0             	0.0       	3.0     	0.0     	1.0        	0.0             	0.0      	2.0     	4.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	1.0                      	4.0     	0.0        	1.0             	2.0        	0.0        	0.0  	0.0             	1.0     	1.0   	0.0     	0.0          	0.0            	0.0      	1.0        	1.0          	0.0          	0.0         	0.0        	5.0           	0.0        	0.0          	1.0    	0.0              	0.0          	3.0               	1.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	1.0       	0.0       	0.0       	0.0          	0.0          	0.0             	1.0      	0.0      	0.0          	1.0       	1.0        	0.0       	0.0      	0.0        	1.0       	0.0            	0.0       	2.0       	0.0       	0.0       	1.0       	2.0        
